1;wbw1;d;s
1;wbw2;d;s
1;wbw3;d;s
2;wbw4;d;s
2;wbw5;d;s
3;wbw6;d;s
3;wbw7;d;s
4;wbw8;d;s
4;wbw9;d;s
5;wbw10;d;s
5;wbw11;d;s
6;wbw12;d;s
7;wbw13;d;s
8;wbw14;d;s
9;wbw15;d;s
9;wbw16;d;s
9;wbw17;d;s
9;wbw18;d;s
9;wbw19;d;s
